question,answer,metadata_branch_name,metadata_address,metadata_timetable,metadata_phone,metadata_opening_time,metadata_closing_time
is the bayan-ulgiy branch branch open on sunday?,yes,bayan-ulgiy branch,"2nd floor, mjs tower, 5th bag, ulgii soum
what3words: /// adhesive.bluntly.acrobat","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the zuun ail branch branch located?,"1st floor, amo center, police street, 10th khoroo, sukhbaatar district
what3words: /// cuddling.acting.crisp",zuun ail branch,"1st floor, amo center, police street, 10th khoroo, sukhbaatar district
what3words: /// cuddling.acting.crisp","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
is the belkhi uugan center atm branch open on sunday?,yes,belkhi uugan center atm,"micro-region #18, belkhi uugan tuv supermarket",mon-sun: 08-24,nan,08:00,23:59
what are the opening hours for baganuur branch atm branch?,"opening time: 00:00, closing time: 23:59",baganuur branch atm,"micro-region #1, natsagdorj str, xacbank, baganuur branch ",24 hour,1800-1888,00:00,23:59
"is the khuchitshonkhor branch, express bank  atm branch open on sunday?",yes,"khuchitshonkhor branch, express bank  atm","11st khoroo, sambalkhundev road, khuchitshonkhor market",mon-sun 6am-5pm,1800-1888,06:00,17:00
what are the opening hours for kharkhorin atm branch?,"opening time: 09:00, closing time: 23:00",kharkhorin atm,"kharkhorin sum, naranbulag mart",9am-11pm hour,1800-1888,09:00,23:00
what are the opening hours for delgerhaan branch branch?,"opening time: 08:30, closing time: 16:30",delgerhaan branch,"murun market place, 4th bag, murun soum,
what3words: /// librarian.importers.ramps","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"what are the opening hours for international shopping center, express atm  branch?","opening time: 09:00, closing time: 20:00","international shopping center, express atm ","darkhan-uul province, darkhan, international shopping center","mon-sun 9am-8pm
wed closed",1800-1888,09:00,20:00
is the govi-altai branch branch open on sunday?,yes,govi-altai branch,"xacbank building, harzat bag, central street, esonbulag soum
what3words: /// gaping.numbness.correlation","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"what are the opening hours for altai tavan bogd center, express atm  branch?","opening time: 09:00, closing time: 20:00","altai tavan bogd center, express atm ","bayan-ulgii province, ulgii, altai tavan bogd center ",mon-sun 9am-8pm,1800-1888,09:00,20:00
where is the darkhan railway station atm branch located?,"darkhan city, railway station",darkhan railway station atm,"darkhan city, railway station",mon-sun: 08:30-22:00,1800-1888,07:00,23:59
"is the shine ulaangom market, express atm  branch open on sunday?",yes,"shine ulaangom market, express atm ","uvs province, ulaangom, shine ulaangom market ","tue-sun 9am-8pm
monday closed",1800-1888,09:00,20:00
where is the ulaanbaatar department store atm branch located?,"micro-region #4, peace avenue, ulaanbaatar department store",ulaanbaatar department store atm,"micro-region #4, peace avenue, ulaanbaatar department store",mon-sun: 9:00-20:00,1800-1888,09:00,20:00
is the bukhiin urguu bayanzurkh market atm branch open on sunday?,yes,bukhiin urguu bayanzurkh market atm,"6th khoroo, bukhiin urguu bayanzurkh market",mon-sun 24/7,1800-1888,00:00,23:00
where is the ord supermarket branch located?,"15th khoroo, sharga morit, ord supermarket ",ord supermarket,"15th khoroo, sharga morit, ord supermarket ",mon-sun 8am-11pm,1800-1888,08:00,23:00
where is the unur branch branch located?,"building, аос-43/b, 1st khoroolol, 17th horoo, moscow avenue, songinokhairkhan 
what3words: /// swooning.moderated.unique",unur branch,"building, аос-43/b, 1st khoroolol, 17th horoo, moscow avenue, songinokhairkhan 
what3words: /// swooning.moderated.unique","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
"what is the name of the branch located at ikh mongol plaza 1st floor, 11th khoroo, khan-uul district
what3words: ///moves.sweeter.blogging?","ikh mongol plaza 1st floor, 11th khoroo, khan-uul district
what3words: ///moves.sweeter.blogging",ikh mongol branch,"ikh mongol plaza 1st floor, 11th khoroo, khan-uul district
what3words: ///moves.sweeter.blogging","monday - friday: 9:00am-5:00pm
saturday, sunday: сlosed",1800-1888,09:00,17:00
where is the shine darhan branch branch located?,"2nd floor, tedy center, 15th bag, darkhan soum
what3words: /// shuttling.scars.insulated",shine darhan branch,"2nd floor, tedy center, 15th bag, darkhan soum
what3words: /// shuttling.scars.insulated","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the bor-undur branch атм branch located?,"khentii province, bor-undur, bor-undur branch xac bank ",bor-undur branch атм,"khentii province, bor-undur, bor-undur branch xac bank ",mon-sun 24 hour,1800-1888,00:00,23:59
"what are the opening hours for da khuree, one-stop service center atm branch?","opening time: 10:00, closing time: 19:00","da khuree, one-stop service center atm","bayanzurkh district, 17th khoroo, da khuree auto market, one-stop service center ",tue-sun 10am-7pm,1800-1888,10:00,19:00
where is the sodon sansar supermarket atm branch located?,"6th khoroo, sodon khoroolol, sansar supermarket",sodon sansar supermarket atm,"6th khoroo, sodon khoroolol, sansar supermarket",mon-sun 8:30am-10pm,1800-1888,08:30,22:00
what are the opening hours for khid 2 shopping center  atm branch?,"opening time: 09:30, closing time: 21:00",khid 2 shopping center  atm,"2nd khoroo, north of variete center, khid 2 shopping center ",tue-sun 9:30pm-9pm,1800-1888,09:30,21:00
"what is the name of the branch located at dornogovi province, 4th committee, xacbank-extention?","dornogovi province, 4th committee, xacbank-extention",dornogovi branch urgutgul atm,"dornogovi province, 4th committee, xacbank-extention",mon-sun 24 hour,1800-1888,00:00,23:59
is the bosa market branch open on sunday?,yes,bosa market,"micro-region #10, bayankhoshuu, bosa market",mon-sun 09:00-23:00,1800-1888,09:00,23:00
is the ekh undarga market atm branch open on sunday?,yes,ekh undarga market atm,"9th khoroo, ekh undarga market",mon-sun 08am-11pm,1800-1888,08:00,23:00
where is the zuunmod branch branch located?,"xacbank building, 1st bag, zuunmod soum, 
what3words: /// pretends.unsteady.median",zuunmod branch,"xacbank building, 1st bag, zuunmod soum, 
what3words: /// pretends.unsteady.median","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
is the ulaanbaatar department store atm branch open on sunday?,yes,ulaanbaatar department store atm,"micro-region #4, peace avenue, ulaanbaatar department store",mon-sun: 9:00-20:00,1800-1888,09:00,20:00
"is the sodon, express atm   branch open on sunday?",yes,"sodon, express atm  ","6th khoroo, sodon khoroolol, sansar supermarket",mon-sun 8am-10pm,1800-1888,08:00,22:00
"is the dunjingarav trade center, express atm branch open on sunday?",yes,"dunjingarav trade center, express atm","bayanzurkh district, 26th khoroo, dunjingarav trade center ","tue-sun 10am-7:30 pm
monday closed",1800-1888,10:00,19:30
is the farmet market атм branch open on sunday?,yes,farmet market атм,"4th khoroo, yarmag, farmer market ",mon-sun 10am-8pm,1800-1888,10:00,20:00
where is the tsoglog plaza атм branch located?,"dundgovi province, saintsagaan, tsoglog plaza",tsoglog plaza атм,"dundgovi province, saintsagaan, tsoglog plaza",mon-sun 9am-12pm,1800-1888,09:00,23:59
what are the opening hours for unur nomin hypermarket atm branch?,"opening time: 08:30, closing time: 22:30",unur nomin hypermarket atm,"micro-region # 12, district #1 , peace avenue, unur nomin hypermarket","mon-thu: 08:30-22:30
fri: 08:30-24:00
sat: 09:00-24:00
sun: 09:00-21:30 ",1800-1888,08:30,22:30
what are the opening hours for unur branch branch?,"opening time: 08:30, closing time: 16:30",unur branch,"building, аос-43/b, 1st khoroolol, 17th horoo, moscow avenue, songinokhairkhan 
what3words: /// swooning.moderated.unique","monday - friday: 8:30am-4:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
what are the opening hours for hongor branch branch?,"opening time: 10:00, closing time: 18:00",hongor branch,"2nd floor, tselmeg ugluu shopping center, 1st bag, bayankhongor soum
what3words: /// roofing.bluffed.uproots","monday - friday: 10:00am-6:00pm
saturday, sunday: сlosed",1800-1888,10:00,18:00
what are the opening hours for organic market branch?,"opening time: 08:00, closing time: 20:00",organic market," 2nd khoroo, west of ulaanbaatar sanatorium, organic market ",mon-sun 8am-8pm,1800-1888,08:00,20:00
"what is the name of the branch located at orkhon province, bayan-undur, byan shopping center?","orkhon province, bayan-undur, byan shopping center","bayan shopping center, express atm ","orkhon province, bayan-undur, byan shopping center",mon-sun 10am-8pm,1800-1888,10:20,20:00
"what is the name of the branch located at selenge province, sukhbaatar, xac bank selenge branch ?","selenge province, sukhbaatar, xac bank selenge branch ",selenge branch атм,"selenge province, sukhbaatar, xac bank selenge branch ",mon-sun 24 hour,1800-1888,00:00,23:59
what are the opening hours for gachuurt  namuu erdene market atm branch?,"opening time: 08:00, closing time: 23:00",gachuurt  namuu erdene market atm,"gachuurt  namuu erdene, 20th khoroo ",mon-sun: 8:00-23:00,1800-1888,08:00,23:00
what are the opening hours for selenge branch атм branch?,"opening time: 00:00, closing time: 23:59",selenge branch атм,"selenge province, sukhbaatar, xac bank selenge branch ",mon-sun 24 hour,1800-1888,00:00,23:59
"where is the tod 2 shopping center, express atm  branch located?","selenge province, mandal, tod 2 shopping center ","tod 2 shopping center, express atm ","selenge province, mandal, tod 2 shopping center ",mon-sun 9am-9pm,1800-1888,09:00,21:00
"is the selenge branch, express atm  branch open on sunday?",yes,"selenge branch, express atm ","selenge province, sukhbaatar, xac bank selenge branch",mon-sun 24 hour,1800-1888,00:00,23:59
"what is the name of the branch located at micro-region #4, peace avenue, ulaanbaatar department store?","micro-region #4, peace avenue, ulaanbaatar department store",ulaanbaatar department store atm,"micro-region #4, peace avenue, ulaanbaatar department store",mon-sun: 9:00-20:00,1800-1888,09:00,20:00
what are the opening hours for khusug trade auto onshilgoo atm branch?,"opening time: 10:00, closing time: 18:00",khusug trade auto onshilgoo atm,khusug trade auto onshilgoo,mon-sun: 10:00-18:00,1800-1888,10:00,18:00
"where is the khentii evt market, express atm branch located?","khentii province, kherlen, east zone market, a bloc ","khentii evt market, express atm","khentii province, kherlen, east zone market, a bloc ",mon-sun 9am-7pm,1800-1888,09:00,19:00
is the national trauma and orthopedic research center  atm branch open on sunday?,yes,national trauma and orthopedic research center  atm,"7th khoroo, ard ayush avenue, national trauma and orthopedic research center, 1st floor ",mon-fri 07:30am-18:00pm,1800-1888,07:30,18:00
"where is the bor-undur branch, express атм branch located?","khentii province, bor-undur, bor-undur branch xac bank","bor-undur branch, express атм","khentii province, bor-undur, bor-undur branch xac bank",mon-sun 24 hour,1800-1888,00:00,23:59
where is the yarmag food city crm-atm branch located?,"4rd khoroo, yarmag food city",yarmag food city crm-atm,"4rd khoroo, yarmag food city",mon-sun 9-20 hours,1800-1888,09:00,19:59
is the denjiin 1000 suun atm branch open on sunday?,yes,denjiin 1000 suun atm,"micro-region #10, shinechlel suun",09-22 hour,1800-1888,09:00,21:59
is the xacbank erdenet branch express atm branch open on sunday?,yes,xacbank erdenet branch express atm,"erdenet city, xacbank erdenet branch","mon-fri: 09:00-18:00
sat: 11:00-17:00
sunday closed",1800-1888,08:00,23:00
is the gost shopping center атм branch open on sunday?,yes,gost shopping center атм,"arkhangai province, erdenebulgam sum, gost shopping center",mon-sun 9am-10pm,1800-1888,09:00,22:00
is the arkhangai buren hypermarket atm branch open on sunday?,yes,arkhangai buren hypermarket atm,arkhangai tsetserleg,mon-sun 10:00-21:00,nan,10:00,21:00
what are the opening hours for asait-minii delguur атм branch?,"opening time: 09:00, closing time: 23:00",asait-minii delguur атм,"22th khoroo, b. dorj street, asait shopping center, minii delguur","mon-sun 8am-11pm
",1800-1888,09:00,23:00
what are the opening hours for bayangol branch branch?,"opening time: 08:30, closing time: 16:30",bayangol branch,"1st floor, solo mall, 13th horoo, bayangol district
what3words: /// alerting.comedians.urban","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the bayanmongol branch branch located?,"elizabeth town-214, hunnu street, 26th horoo, bayanzurkh district
what3words: /// provide.needed.gossiped",bayanmongol branch,"elizabeth town-214, hunnu street, 26th horoo, bayanzurkh district
what3words: /// provide.needed.gossiped","monday - friday: 8:30am-04:30pm
saturday, sunday: сlosed",1800-1888,08:30,16:30
where is the selenge branch атм branch located?,"selenge province, sukhbaatar, xac bank selenge branch ",selenge branch атм,"selenge province, sukhbaatar, xac bank selenge branch ",mon-sun 24 hour,1800-1888,00:00,23:59
where is the sutai university атм branch located?," 5th khoroo, enkhtaivan avenue, kino uildver, sutai university",sutai university атм," 5th khoroo, enkhtaivan avenue, kino uildver, sutai university",mon-sun 9am-9pm,1800-1888,09:00,21:00
"is the baruun-urt dalai bulag, express atm branch open on sunday?",yes,"baruun-urt dalai bulag, express atm","sukhbaatar province, baruun-urt, dalai bulag","mon-sat 09:00-22:00
sunday 10:00-22:00",1800-1888,09:00,22:00
where is the city shop atm branch located?,"micro-region #13, peace avenue, offitser city shop market",city shop atm,"micro-region #13, peace avenue, offitser city shop market",mon-sun 09:00-23:00,nan,09:00,23:00
where is the e-mart sky centre atm branch located?,"micro-region #1, tokio str, chinggis khaan hotel, sky centre",e-mart sky centre atm,"micro-region #1, tokio str, chinggis khaan hotel, sky centre",mon-sun 09:00-22:00,nan,09:00,22:00
"what is the name of the branch located at micro-region # 12, district #1 , peace avenue, sapporo busstation, xacbank songino khairkhan branch?","micro-region # 12, district #1 , peace avenue, sapporo busstation, xacbank songino khairkhan branch",xacbank songino khairkhan branch atm,"micro-region # 12, district #1 , peace avenue, sapporo busstation, xacbank songino khairkhan branch",24 hour,1800-1888,06:00,23:59
